*****************************************************
Dataset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\Email_lb20.dag
V:265214 E:345203 lbs:20
Queryset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\lb20_cyc_m_q17.qry
Algorithm:DagEval_simgr
*****************************************************
View Build Times: 
id status filtTime matchTime totTime "nodesSumInvL nodesSG sizeOfSG
0 success .5480 .1650 .7130 65,849 2,847 41,729
*****************************************************
id status vInterTimes filtTime SGbuildTime joinTime totTime nodesSumInvL nodesAfterPreFilt nodesAfterVinter nodesSG numSoln sizeOfSG sizeUncovSG
0 success .0270 .2960 .0100 .0390 .3450 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0280 .4320 .0060 .0130 .4510 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0200 .3110 .0040 .0150 .3300 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0230 .3630 .0070 .0080 .3780 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0220 .4030 .0140 .0160 .4330 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0210 .4570 .0050 .0080 .4700 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0130 .3230 .0060 .0060 .3350 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0120 .5550 .0050 .0050 .5650 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0080 .2170 .0040 .0050 .2260 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0100 .2270 .0050 .0090 .2410 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0110 .2690 .0040 .0070 .2800 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0090 .2590 .0040 .0080 .2710 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0070 .2480 .0030 .0070 .2580 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0080 .2990 .0050 .0050 .3090 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0090 .2420 .0020 .0080 .2520 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0140 .2550 .0040 .0050 .2640 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0080 .2670 .0050 .0080 .2800 79,070 0 16,068 510 13,871 7,657 1,747
0 success .0080 .3040 .0040 .0090 .3170 79,070 0 16,068 510 13,871 7,657 1,747
