*****************************************************
Dataset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\Email_lb20.dag
V:265214 E:345203 lbs:20
Queryset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\lb20_cyc_m_2Eviews_q10.qry
Algorithm:DagEval_IE
id status preTime planTime matchTime enumTime totTime numNodesBefore numNodesAfter numSoln numPlans sizeOfAG
0 success 3.79 .00 .01 .00 3.80 53,133 835 6,318 0 26,837
0 success 2.59 .00 .01 .00 2.60 53,133 835 6,318 0 26,837
0 success 2.80 .00 .01 .00 2.81 53,133 835 6,318 0 26,837
0 success 2.71 .00 .01 .00 2.72 53,133 835 6,318 0 26,837
0 success 2.99 .00 .01 .00 3.00 53,133 835 6,318 0 26,837
0 success 2.68 .00 .01 .00 2.69 53,133 835 6,318 0 26,837
0 success 3.00 .00 .01 .00 3.01 53,133 835 6,318 0 26,837
0 success 3.48 .00 .01 .00 3.50 53,133 835 6,318 0 26,837
0 success 3.30 .00 .02 .00 3.31 53,133 835 6,318 0 26,837
0 success 2.64 .00 .01 .00 2.66 53,133 835 6,318 0 26,837
Average running time: 
id status preTime planTime matchTime enumTime totTime totNodesBefore totNodesAfter numOfTuples numPlans sizeOfAG
0 success 3.00 .00 .01 .00 3.01 53,133 835 6,318 0 26,837
Data loading Time:.64
Index building Time:.27
Average Eval Time per run:16.63
Average Eval Time per query:16.63
Average pruning Time per run:.00
Average pruning Time per query:.00
Average Plan Time per run:.00
Average Plan Time per query:.00
Average Matching Time per run:.06
Average Matching Time per query:.06
Average Enumeration Time per run:.01
Average Enumeration Time per query:.01
Average Nodes before per query:53133.00
Average Nodes after per query:835.00
Average number of solution tuples per query:6318.00
Max Used Memory:1406.00 MB
*****************************************************
