*****************************************************
Dataset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\Email_lb20.dag
V:265214,E:345203,lbs:20
Queryset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\lb20_cyc_m_2Eviews_q13.qry
Algorithm:DagEval_simgr
*****************************************************
View,Build,Times:,
id,status,preTime,matchTime,totTime,numNodesBefore,numNodesAfter,sizeOfAG
0,success,.4290,.0100,.4390,40021,1056,2125
1,success,.2650,2.3250,2.5900,40152,3767,1412181
2,success,.4800,1.8690,2.3490,40152,9975,1387163
3,success,.1820,.1600,.3420,40265,7669,416451
*****************************************************
id,status,preTime,matchTime,enumTime,totTime,numNodesBefore,numNodesAfter,numSoln,sizeOfAG
0,success,.1710,.3220,.3040,.7970,66962,1547,709258,131764
0,success,.1870,.3230,.1900,.7000,66962,1547,709258,131764
0,success,.1390,.2160,.1670,.5220,66962,1547,709258,131764
0,success,.1380,.2060,.1710,.5150,66962,1547,709258,131764
0,success,.1570,.2360,.1650,.5580,66962,1547,709258,131764
0,success,.1380,.2060,.2270,.5710,66962,1547,709258,131764
0,success,.1410,.2130,.1640,.5180,66962,1547,709258,131764
0,success,.1350,.2260,.1650,.5260,66962,1547,709258,131764
0,success,.1550,.2680,.1670,.5900,66962,1547,709258,131764
0,success,.1590,.2270,.1720,.5580,66962,1547,709258,131764
0,success,.1380,.2050,.1660,.5090,66962,1547,709258,131764
0,success,.1380,.2120,.1680,.5180,66962,1547,709258,131764
0,success,.1340,.2420,.1690,.5450,66962,1547,709258,131764
0,success,.1330,.1980,.1670,.4980,66962,1547,709258,131764
0,success,.1320,.2050,.1680,.5050,66962,1547,709258,131764
0,success,.1330,.2040,.1670,.5040,66962,1547,709258,131764
0,success,.1330,.2000,.1660,.4990,66962,1547,709258,131764
0,success,.1410,.2380,.1700,.5490,66962,1547,709258,131764
0,success,.1340,.2040,.1650,.5030,66962,1547,709258,131764
0,success,.1320,.2140,.1690,.5150,66962,1547,709258,131764
0,success,.1440,.2260,.1650,.5350,66962,1547,709258,131764
