*****************************************************
Dataset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\Email_lb20.dag
V:265214,E:345203,lbs:20
Queryset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\lb20_cyc_m_2to3Eviews_q13.qry
Algorithm:DagEval_ansgr
Average,running,time:,
Algo,id,status,preFiltTime,SGbuildTime,MIjoinTime,totTime,#DGNodes,#NodesSG,numSoln,sizeOfSG,#edgesSG
View_ans_rmvEmp,0,success,.00,.01,.05,.05,66962,492,476685,20616,20124
View_ans,0,success,.00,.01,.07,.07,66962,537,476685,21858,21321
View_sim_rmvEmp,0,success,.00,.04,.20,.24,66962,1560,709258,132643,131083
View_sim,0,success,.00,.02,.20,.23,66962,1583,709258,133870,132287
FLTSIM,0,success,.18,1.62,.55,2.35,66962,10430,709258,1276087,1265657
FLT,0,success,.17,1.65,.68,2.49,66962,10430,709258,1276087,1265657
SIM,0,success,4.19,.32,.15,4.66,66962,1570,709258,132392,130822
