*****************************************************
Dataset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\Email_lb20.dag
V:265214,E:345203,lbs:20
Queryset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\lb20_cyc_m_1Eviews_q17.qry
Algorithm:DagEval_ansgr
Average,running,time:,
Algo,id,status,preFiltTime,SGbuildTime,MIjoinTime,totTime,#DGNodes,#NodesSG,numSoln,sizeOfSG,#edgesSG
View_ans_rmvEmp,0,success,.00,.01,.01,.01,79070,674,13871,13685,13011
View_ans,0,success,.00,.00,.01,.01,79070,852,13871,21830,20978
View_sim_rmvEmp,0,success,.00,.00,.01,.01,79070,674,13871,13685,13011
View_sim,0,success,.00,.00,.01,.01,79070,852,13871,21830,20978
FLTSIM,0,success,.16,1.19,.32,1.67,79070,10456,13871,1120073,1109617
SIM,0,success,.17,1.43,.42,2.02,79070,10456,13871,1120073,1109617
FLT,0,success,3.67,.00,.01,3.68,79070,495,13871,7134,6639
