*****************************************************
Dataset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\Email_lb20.dag
V:265214,E:345203,lbs:20
Queryset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\lb20_cyc_m_1Eviews_q19.qry
Algorithm:DagEval_ansgr
Average,running,time:,
Algo,id,status,preFiltTime,SGbuildTime,MIjoinTime,totTime,#DGNodes,#NodesSG,numSoln,sizeOfSG,#edgesSG
View_ans_rmvEmp,0,success,.00,.00,.00,.00,92857,112,0,1560,1448
View_ans,0,success,.00,.00,.00,.00,92857,231,0,3955,3724
View_sim_rmvEmp,0,success,.00,.00,.00,.00,92857,112,0,1560,1448
View_sim,0,success,.00,.00,.00,.00,92857,231,0,3955,3724
FLTSIM,0,success,.16,1.42,.00,1.58,92857,10506,0,1184256,1173750
SIM,0,success,.18,1.41,.00,1.58,92857,10506,0,1184256,1173750
FLT,0,success,19.26,.00,.00,19.26,92857,0,0,0,0
