View_sim_rmvEmp,0,success,.00,.00,.00,.00,52862,183,14,4431,4248
View_sim,0,success,.00,.00,.00,.00,52862,185,14,4480,4295
FLTSIM,0,success,.15,1.39,.01,1.55,52862,10086,14,1201734,1191648
FLT,0,success,.15,1.43,.01,1.59,52862,10086,14,1201734,1191648
SIM,0,success,2.70,.00,.00,2.71,52862,115,14,1984,1869
