View_sim_rmvEmp,0,success,.00,.00,.00,.00,66524,85,1,953,868
View_sim,0,success,.00,.00,.00,.00,66524,122,1,1883,1761
FLTSIM,0,success,.16,1.40,.00,1.57,66524,10372,1,1513921,1503549
FLT,0,success,.17,1.32,.01,1.50,66524,10372,1,1513921,1503549
SIM,0,success,2.28,.00,.00,2.28,66524,63,1,561,498
