View_sim_rmvEmp,0,success,.00,.02,6.67,6.69,79907,1272,45800291,117321,116049
View_sim,0,success,.00,.02,6.89,6.90,79907,1305,45800291,122999,121694
FLTSIM,0,success,.18,3.80,35.43,39.41,79907,13127,45800291,2794931,2781804
FLT,0,success,.17,3.91,33.10,37.18,79907,13127,45800291,2794931,2781804
SIM,0,success,4.53,.53,5.84,10.90,79907,1269,45800291,117822,116553
