View_sim_rmvEmp,0,success,.00,.00,.01,.01,79070,650,13871,12087,11437
View_sim,0,success,.00,.00,.01,.02,79070,820,13871,19663,18843
FLTSIM,0,success,.19,1.29,.34,1.82,79070,10456,13871,1120073,1109617
FLT,0,success,.18,1.27,.32,1.77,79070,10456,13871,1120073,1109617
SIM,0,success,3.22,.01,.00,3.23,79070,495,13871,7134,6639
