View_sim_rmvEmp,0,success,.00,.00,.00,.01,53320,644,41632,2503,1859
View_sim,0,success,.00,.00,.01,.01,53320,665,41632,2540,1875
FLTSIM,0,success,.17,.03,.01,.21,53320,10526,41632,36119,25593
FLT,0,success,.15,.03,.01,.19,53320,10526,41632,36119,25593
SIM,0,success,.35,.01,.01,.36,53320,593,41632,2454,1861
