View_sim_rmvEmp,0,success,.00,.01,.01,.02,53138,829,52845,49626,48797
View_sim,0,success,.00,.01,.01,.02,53138,877,52845,55042,54165
FLTSIM,0,success,.19,.23,.20,.62,53138,10218,52845,907334,897116
FLT,0,success,.17,.34,.10,.60,53138,10218,52845,907334,897116
SIM,0,success,.31,.01,.02,.34,53138,809,52845,50573,49764
