*****************************************************,,,,,,,,,,,
Dataset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\Email_lb20.dag,,,,,,,,,,,
V:265214,E:345203,lbs:20,,,,,,,,,
Queryset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\lb20_cyc_m_1Eviews_q11.qry,,,,,,,,,,,
Algorithm:DagEval_ansgr,,,,,,,,,,,
Average,running,time:,,,,,,,,,
Algo,id,status,preFiltTime,SGbuildTime,MIjoinTime,totTime,#DGNodes,#NodesSG,numSoln,sizeOfSG,#edgesSG
View_ans_rmvEmp,0,success,0,0,0,0,52862,184,14,4432,4248
View_ans,0,success,0,0,0,0,52862,233,14,5922,5689
View_sim_rmvEmp,0,success,0,0,0,0,52862,184,14,4432,4248
View_sim,0,success,0,0,0,0,52862,233,14,5922,5689
FLTSIM,0,success,0.17,1.37,0.01,1.54,52862,10086,14,1201734,1191648
SIM,0,success,0.17,1.26,0.01,1.43,52862,10086,14,1201734,1191648
FLT,0,success,3.16,0,0,3.16,52862,115,14,1984,1869
