*****************************************************
Dataset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\Email_lb20.dag
V:265214 E:345203 lbs:20
Queryset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\lb20_cyc_m_q9.qry
Algorithm:DagEval_simgr
*****************************************************
View Build Times: 
id status filtTime matchTime totTime "nodesSumInvL nodesSG sizeOfSG
0 success .7330 .4130 1.1460 53,138 14,242 93,548
*****************************************************
id status vInterTimes filtTime SGbuildTime joinTime totTime nodesSumInvL nodesAfterPreFilt nodesAfterVinter nodesSG numSoln sizeOfSG sizeUncovSG
0 success .1530 .0500 .0040 .0550 .1090 53,138 0 14,242 799 52,845 48,040 497
0 success .0530 .0370 .0010 .0380 .0760 53,138 0 14,242 799 52,845 48,040 497
0 success .0300 .0300 .0010 .0310 .0620 53,138 0 14,242 799 52,845 48,040 497
0 success .0320 .0410 .0010 .0210 .0630 53,138 0 14,242 799 52,845 48,040 497
0 success .0260 .0330 .0000 .0230 .0560 53,138 0 14,242 799 52,845 48,040 497
0 success .0150 .0310 .0000 .0350 .0660 53,138 0 14,242 799 52,845 48,040 497
0 success .0250 .0240 .0010 .0320 .0570 53,138 0 14,242 799 52,845 48,040 497
0 success .0260 .0330 .0010 .0300 .0640 53,138 0 14,242 799 52,845 48,040 497
0 success .0230 .0560 .0000 .0220 .0780 53,138 0 14,242 799 52,845 48,040 497
0 success .0160 .0190 .0000 .0230 .0420 53,138 0 14,242 799 52,845 48,040 497
0 success .0210 .0290 .0000 .0170 .0460 53,138 0 14,242 799 52,845 48,040 497
0 success .0230 .0250 .0010 .0220 .0480 53,138 0 14,242 799 52,845 48,040 497
0 success .0180 .0220 .0010 .0230 .0460 53,138 0 14,242 799 52,845 48,040 497
0 success .0200 .0190 .0000 .0220 .0410 53,138 0 14,242 799 52,845 48,040 497
0 success .0200 .0290 .0010 .0190 .0490 53,138 0 14,242 799 52,845 48,040 497
0 success .0170 .0210 .0000 .0160 .0370 53,138 0 14,242 799 52,845 48,040 497
0 success .0150 .0220 .0010 .0220 .0450 53,138 0 14,242 799 52,845 48,040 497
0 success .0220 .0220 .0000 .0170 .0390 53,138 0 14,242 799 52,845 48,040 497
0 success .0250 .0240 .0000 .0170 .0410 53,138 0 14,242 799 52,845 48,040 497
0 success .0230 .0250 .0000 .0150 .0400 53,138 0 14,242 799 52,845 48,040 497
0 success .0190 .0230 .0010 .0150 .0390 53,138 0 14,242 799 52,845 48,040 497
0 success .0190 .0220 .0010 .0130 .0360 53,138 0 14,242 799 52,845 48,040 497
0 success .0150 .0210 .0010 .0110 .0330 53,138 0 14,242 799 52,845 48,040 497
0 success .0130 .0180 .0000 .0100 .0280 53,138 0 14,242 799 52,845 48,040 497
0 success .0140 .0190 .0000 .0120 .0310 53,138 0 14,242 799 52,845 48,040 497
0 success .0190 .0190 .0000 .0170 .0360 53,138 0 14,242 799 52,845 48,040 497
0 success .0150 .0190 .0000 .0190 .0380 53,138 0 14,242 799 52,845 48,040 497
