*****************************************************
Dataset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\Email_lb20.dag
V:265214 E:345203 lbs:20
Queryset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\lb20_cyc_m_q9.qry
Algorithm:DagEval_simgr
*****************************************************
View Build Times: 
id status filtTime matchTime totTime "nodesSumInvL nodesSG sizeOfSG
0 success 17.0870 38.2340 55.3210 26,427 10,139 11,710,198
*****************************************************
id status vInterTimes filtTime SGbuildTime joinTime totTime nodesSumInvL nodesAfterPreFilt nodesAfterVinter nodesSG numSoln sizeOfSG sizeUncovSG
0 success .0650 .1520 .0110 .0440 .2070 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0560 .1030 .0050 .0320 .1400 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0430 .1010 .0030 .0220 .1260 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0300 .0880 .0020 .0190 .1090 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0270 .0870 .0030 .0190 .1090 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0380 .0910 .0040 .0240 .1190 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0350 .0830 .0040 .0270 .1140 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0260 .0800 .0040 .0450 .1290 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0270 .0760 .0020 .0110 .0890 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0260 .0720 .0030 .0110 .0860 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0220 .0740 .0010 .0110 .0860 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0300 .0700 .0020 .0190 .0910 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0330 .0850 .0020 .0110 .0980 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0230 .0690 .0030 .0100 .0820 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0210 .0750 .0020 .0110 .0880 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0260 .0710 .0020 .0160 .0890 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0250 .0690 .0020 .0120 .0830 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0310 .0890 .0020 .0130 .1040 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0310 .0800 .0020 .0200 .1020 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0290 .0780 .0020 .0130 .0930 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0320 .0890 .0020 .0120 .1030 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0250 .0770 .0010 .0120 .0900 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0290 .0880 .0020 .0170 .1070 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0250 .0900 .0010 .0160 .1070 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0310 .1200 .0010 .0140 .1350 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0390 .1240 .0030 .0150 .1420 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0410 .0930 .0020 .0140 .1090 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0210 .0830 .0020 .0120 .0970 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0190 .0710 .0020 .0110 .0840 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0220 .0750 .0020 .0100 .0870 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0190 .0700 .0020 .0120 .0840 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0210 .0780 .0010 .0110 .0900 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0200 .0700 .0010 .0110 .0820 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0190 .0700 .0020 .0480 .1200 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0170 .0690 .0010 .0110 .0810 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0190 .0670 .0020 .0100 .0790 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0180 .0680 .0020 .0110 .0810 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0160 .0720 .0010 .0110 .0840 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0180 .0730 .0010 .0160 .0900 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0230 .0740 .0010 .0120 .0870 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0210 .0690 .0010 .0110 .0810 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0200 .0700 .0010 .0120 .0830 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0180 .0680 .0010 .0110 .0800 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0180 .0660 .0020 .0100 .0780 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0200 .0680 .0010 .0100 .0790 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0190 .0700 .0020 .0110 .0830 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0260 .0740 .0030 .0170 .0940 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0220 .0710 .0010 .0100 .0820 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0190 .0680 .0020 .0110 .0810 53,138 0 36,850 799 52,845 48,040 5,266
0 success .0190 .0680 .0020 .0110 .0810 53,138 0 36,850 799 52,845 48,040 5,266
Average running time: 
id status vInterTimes filtTime SGbuildTime joinTime totTime nodesSumInvL nodesAfterPreFilt nodesAfterVinter nodesSG numSoln sizeOfSG sizeUncovSG
0 success .0264 .0801 .0022 .0158 .0981 53,138 0 36,850 799 52,845 48,040 5,266
Data loading Time:1.4640
Index building Time:.3870
Average Eval Time per run:2.6864
Average Eval Time per query:2.6864
Average pruning Time per run:.0000
Average pruning Time per query:.0000
Average Matching Time per run:.0673
Average Matching Time per query:.0673
Average Enumeration Time per run:.4593
Average Enumeration Time per query:.4593
Average Nodes before per query:53138.0000
Average Nodes after per query:799.0000
Average number of solution tuples per query:52845.0000
Max Used Memory:321.0000 MB
*****************************************************
