*****************************************************
Dataset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\Email_lb20.dag
V:265214 E:345203 lbs:20
Queryset:D:\Documents\_prog\prog_cust\eclipse-workspace\graph_expr\input_files\lb20_cyc_m_q9.qry
Algorithm:DagEval_simgr
*****************************************************
View Build Times: 
id status filtTime matchTime totTime "nodesSumInvL nodesSG sizeOfSG
0 success .7100 .3260 1.0360 53,138 14,242 93,548
*****************************************************
id status vInterTimes filtTime SGbuildTime joinTime totTime nodesSumInvL nodesAfterPreFilt nodesAfterVinter nodesSG numSoln sizeOfSG sizeUncovSG
0 success .0310 .0260 .0020 .0320 .0600 53,138 0 14,242 799 52,845 48,040 497
0 success .0390 .0370 .0010 .0280 .0660 53,138 0 14,242 799 52,845 48,040 497
0 success .0350 .0320 .0010 .0250 .0580 53,138 0 14,242 799 52,845 48,040 497
0 success .0260 .0390 .0000 .0300 .0690 53,138 0 14,242 799 52,845 48,040 497
0 success .0300 .0630 .0010 .0230 .0870 53,138 0 14,242 799 52,845 48,040 497
0 success .0250 .0360 .0010 .0240 .0610 53,138 0 14,242 799 52,845 48,040 497
0 success .0230 .0310 .0010 .0290 .0610 53,138 0 14,242 799 52,845 48,040 497
0 success .0200 .0210 .0000 .0240 .0450 53,138 0 14,242 799 52,845 48,040 497
0 success .0200 .0300 .0000 .0290 .0590 53,138 0 14,242 799 52,845 48,040 497
0 success .0190 .0200 .0000 .0500 .0700 53,138 0 14,242 799 52,845 48,040 497
0 success .0170 .0200 .0000 .0250 .0450 53,138 0 14,242 799 52,845 48,040 497
0 success .0190 .0300 .0010 .0230 .0540 53,138 0 14,242 799 52,845 48,040 497
0 success .0150 .0180 .0000 .0160 .0340 53,138 0 14,242 799 52,845 48,040 497
0 success .0170 .0180 .0000 .0160 .0340 53,138 0 14,242 799 52,845 48,040 497
0 success .0180 .0190 .0000 .0170 .0360 53,138 0 14,242 799 52,845 48,040 497
0 success .0170 .0180 .0010 .0160 .0350 53,138 0 14,242 799 52,845 48,040 497
0 success .0150 .0170 .0010 .0170 .0350 53,138 0 14,242 799 52,845 48,040 497
0 success .0200 .0230 .0010 .0160 .0400 53,138 0 14,242 799 52,845 48,040 497
0 success .0180 .0200 .0010 .0230 .0440 53,138 0 14,242 799 52,845 48,040 497
